"rid", "binaryID"
13735,100000000100010000000000000000000000000000001011001001
11078,1000000001000100000000000000000000000000000000000000000
12880,1000000001000100000000000000000000000000000000000000001
12238,1000000001000100000000000000000000000000000000100000000
13537,1000000001000100000000000000000000000000000000100000001
12522,1000000001000100000000000000000000000000000000100000010
13539,1000000001000100000000000000000000000000000000100000011
11079,10000000010001000000000000000000000000000000000000000000
12879,10000000010001000000000000000000000000000000000000000001
12239,10000000010001000000000000000000000000000000001000000000
13031,10000000010001000000000000000000000000000000001000000001
13543,10000000010001000000000000000000000000000000001000000110
14379,100000000100010000000000000000000000000000000000000000000
12240,100000000100010000000000000000000000000000000010000000000
12759,100000000100010000000000000000000000000000000010000000001
13034,100000000100010000000000000000000000000000000010000000010
11080,1000000001000100000000000000000000000000000000000000000000
12878,1000000001000100000000000000000000000000000000000000000001
12241,1000000001000100000000000000000000000000000000100000000000
13541,1000000001000100000000000000000000000000000000100000000001
12671,10000000010001000000000000000000000000000000000000000000000
12242,10000000010001000000000000000000000000000000001000000000000
13550,10000000010001000000000000000000000000000000001000000000001
13535,10000000010001000000000000000000000000000000001000000000010
12243,100000000100010000000000000000000000000000000010000000000000
13542,100000000100010000000000000000000000000000000010000000000001
13547,100000000100010000000000000000000000000000000010000000000010
13693,100000000100010000000000000000000000000000000010000000000011
12244,1000000001000100000000000000000000000000000000100000000000000
12530,1000000001000100000000000000000000000000000000100000000000001
13033,1000000001000100000000000000000000000000000000100000000000100
12525,1000000001000100000000000000000000000000000000100000000000110
12245,10000000010001000000000000000000000000000000001000000000000000
12760,10000000010001000000000000000000000000000000001000000000000001
13037,10000000010001000000000000000000000000000000001000000000000010
12246,100000000100010000000000000000000000000000000010000000000000000
13691,100000000100010000000000000000000000000000000010000000000000001
12761,100000000100010000000000000000000000000000000010000000000000010
12247,1000000001000100000000000000000000000000000000100000000000000000
13025,1000000001000100000000000000000000000000000000100000000000000001
13694,1000000001000100000000000000000000000000000000100000000000000010
13695,1000000001000100000000000000000000000000000000100000000000000011
12762,1000000001000100000000000000000000000000000000100000000000000100
13692,1000000001000100000000000000000000000000000000100000000000000101
12248,10000000010001000000000000000000000000000000001000000000000000000
13540,10000000010001000000000000000000000000000000001000000000000000001
13697,10000000010001000000000000000000000000000000001000000000000000100
13701,10000000010001000000000000000000000000000000001000000000000000101
13696,10000000010001000000000000000000000000000000001000000000000000110
13698,10000000010001000000000000000000000000000000001000000000000000111
12528,10000000010001000000000000000000000000000000001000000000000001000
12763,10000000010001000000000000000000000000000000001000000000000001001
12249,100000000100010000000000000000000000000000000010000000000000000000
13032,100000000100010000000000000000000000000000000010000000000000000001
12764,100000000100010000000000000000000000000000000010000000000000010010
13354,100000000100010000000000000000000000000000000010000000000000010011
12250,1000000001000100000000000000000000000000000000100000000000000000000
13700,1000000001000100000000000000000000000000000000100000000000000000001
12251,10000000010001000000000000000000000000000000001000000000000000000000
12521,10000000010001000000000000000000000000000000001000000000000000000001
12252,100000000100010000000000000000000000000000000010000000000000000000000
12765,100000000100010000000000000000000000000000000010000000000000000000001
12253,1000000001000100000000000000000000000000000000100000000000000000000000
13027,1000000001000100000000000000000000000000000000100000000000000000000001
12766,1000000001000100000000000000000000000000000000100000000000000000000010
13536,1000000001000100000000000000000000000000000000100000000000000000000011
12254,10000000010001000000000000000000000000000000001000000000000000000000000
13035,10000000010001000000000000000000000000000000001000000000000000000000001
12767,10000000010001000000000000000000000000000000001000000000000000000000100
13546,10000000010001000000000000000000000000000000001000000000000000000000101
12255,100000000100010000000000000000000000000000000010000000000000000000000000
12526,100000000100010000000000000000000000000000000010000000000000000000000001
12768,100000000100010000000000000000000000000000000010000000000000000000001000
12882,100000000100010000000000000000000000000000000010000000000000000000001001
13559,100000000100010000000000000000000000000000000010000000000000000000001010
12256,1000000001000100000000000000000000000000000000100000000000000000000000000
12524,1000000001000100000000000000000000000000000000100000000000000000000000001
12769,1000000001000100000000000000000000000000000000100000000000000000000010000
13699,1000000001000100000000000000000000000000000000100000000000000000000010001
12257,10000000010001000000000000000000000000000000001000000000000000000000000000
12531,10000000010001000000000000000000000000000000001000000000000000000000000001
12770,10000000010001000000000000000000000000000000001000000000000000000000100000
12875,10000000010001000000000000000000000000000000001000000000000000000000100001
12258,100000000100010000000000000000000000000000000010000000000000000000000000000
12534,100000000100010000000000000000000000000000000010000000000000000000000000001
12771,100000000100010000000000000000000000000000000010000000000000000000001000000
12876,100000000100010000000000000000000000000000000010000000000000000000001000001
12259,1000000001000100000000000000000000000000000000100000000000000000000000000000
12535,1000000001000100000000000000000000000000000000100000000000000000000000000001
12260,10000000010001000000000000000000000000000000001000000000000000000000000000000
13055,10000000010001000000000000000000000000000000001000000000000000000000000000001
12261,100000000100010000000000000000000000000000000010000000000000000000000000000000
13713,100000000100010000000000000000000000000000000010000000000000000000000000000001
12262,1000000001000100000000000000000000000000000000100000000000000000000000000000000
13066,1000000001000100000000000000000000000000000000100000000000000000000000000000010
13714,1000000001000100000000000000000000000000000000100000000000000000000000000000011
